"","x"
"176",-0.00536
"177",0.229043
"178",0.0253778849431818
"179",0.000675
"180",0.0253778849431818
"181",-0.04879
"182",0.031526
"183",0.006682
"184",-0.0543
"185",-0.06419
"186",-0.08224
"187",-0.03806
"188",-0.03372
"189",0.010225
"190",-0.03156
"191",0.003753
"192",-0.0881
"193",-0.00621
"194",0.072393
"195",-0.13434
"196",0.123135
"197",0.029464
"198",-0.00692
"199",-0.04568
"200",0.0253778849431818
"201",0.046025
"202",0.009455
"203",-0.00476
"204",0.07724
"205",0.001559
"206",0.002854
"207",0.086867
"208",-0.02614
"209",-0.03806
"210",0.040999
"211",0.05534
"212",0.272888
"213",-0.07232
"214",0.008502
"215",-0.08987
"216",0.120815
"217",-0.00282
"218",0.142023
"219",-0.0476
"220",0.020546
"221",-0.06512
"222",-0.04529
"223",-0.07623
"224",-0.00347
"225",-0.02638
"226",-0.05622
"227",-0.09982
"228",0.0253778849431818
"229",0.042507
"230",-0.0146
"231",0.002882
"232",0.097277
"233",0.118844
"234",0.060052
"235",-0.03341
"236",0.058263
"237",0.0253778849431818
"238",0.014104
"239",-0.03161
"240",-0.06008
"241",-0.10343
"242",0.039638
"243",-0.05336
"244",0.0253778849431818
"245",-0.03341
"246",0.0253778849431818
"247",0.082645
"248",0.009974
"249",0.04315
"250",-0.05468
"251",0.009481
"252",0.0253778849431818
"253",0.012358
"254",-0.04287
"255",-0.01689
"256",0.02452
"257",-0.02595
"258",0.0253778849431818
"259",0.189537
"260",0.0253778849431818
"261",-0.04002
"262",0.090435
"263",-0.0858
"264",-0.01356
"265",0.0253778849431818
"266",-0.01196
"267",0.10047
"268",-0.13724
"269",-0.06047
"270",0.0253778849431818
"271",-0.05868
"272",0.048692
"273",0.024458
"274",0.039803
"275",-0.00747
"276",0.020318
"277",0.03652
"278",-0.04025
"279",0.046006
"280",0.017784
"281",0.023874
"282",-0.14069
"283",0.038996
"284",0.023406
"285",0.072019
"286",-0.07794
"287",0.137627
"288",0.030966
"289",-0.05017
"290",-0.05958
"291",-0.05736
"292",-0.02132
"293",0.063161
"294",0.062484
"295",0.004485
"296",-0.01436
"297",-0.08497
"298",0.0253778849431818
"299",0.015382
"300",0.074774
"301",0.093892
"302",-0.0552
"303",0.013428
"304",-0.00496
"305",-0.01545
"306",0.055836
"307",0.102854
"308",-0.02509
"309",-0.17706
"310",-0.09125
"311",-0.04464
"312",-0.10039
"313",-0.00208
"314",-0.06374
"315",0.104225
"316",0.087731
"317",-0.04838
"318",-0.02635
"319",0.026102
"320",0.079141
"321",0.009137
"322",0.050181
"323",0.200753
"324",-0.21878
"325",-0.04783
"326",-0.0169
"327",0.082039
"328",0.177886
"329",0.003448
"330",-0.04438
"331",-0.01524
"332",-0.10294
"333",-0.01479
"334",-0.00218
"335",0.0253778849431818
"336",-0.04118
"337",-0.06835
"338",0.0253778849431818
"339",-0.05493
"340",0.0253778849431818
"341",-0.00794
"342",-0.04222
"343",0.01798
"344",0.104887
"345",0.0253778849431818
"346",-0.12183
"347",-0.04318
"348",-0.07193
"349",-0.60593
"350",-0.01228
"351",0.013872
"352",-0.04592
"353",-0.05008
"354",0.0253778849431818
"355",-0.00288
"356",-0.06512
"357",0.0253778849431818
"358",-0.05584
"359",-0.03371
"360",-0.04081
"361",-0.03176
"362",0.0253778849431818
"363",-0.08793
"364",0.151375
"365",-0.04131
"366",0.030929
"367",0.044105
"368",0.015974
"369",-0.02583
"370",0.022766
"371",0.225752
"372",0.0253778849431818
"373",0.03731
"374",-0.02938
"375",0.125553
"376",-0.06749
"377",0.011709
"378",0.120881
"379",0.092777
"380",0.267233
"381",0.055053
"382",-0.02838
"383",-0.02124
"384",0.103159
"385",-0.05151
"386",0.0253778849431818
"387",-0.06999
"388",0.102128
"389",0.018577
"390",0.037695
"391",-0.01336
"392",0.0253778849431818
"393",-0.11238
"394",0.00063
"395",-0.05908
"396",-0.02452
"397",0.020524
"398",-0.08675
"399",-0.00496
"400",-0.02405
"401",-0.16649
"402",-0.07558
"403",-0.09733
"404",-0.05955
"405",-0.03549
"406",0.042872
"407",-0.02679
"408",-1.04537
"409",0.035889
"410",-0.09895
"411",-0.04724
"412",-0.02454
"413",0.077759
"414",-0.0523
"415",-0.10775
"416",-0.16651
"417",0.0253778849431818
"418",-0.05297
"419",-0.14948
"420",-0.09155
"421",0.038207
"422",0.093602
"423",0.0253778849431818
"424",-0.10374
"425",0.019922
"426",-0.09874
"427",-0.03969
"428",0.0253778849431818
"429",-0.07596
"430",0.0253778849431818
"431",0.013999
"432",-0.0062
"433",-0.0226
"434",0.010559
"435",-0.02549
"436",0.01195
"437",0.034529
"438",-0.02767
"439",0.016546
"440",-0.04023
"441",-0.00541
"442",0.038517
"443",0.271376
"444",0.331911
"445",-0.03025
"446",0.094841
"447",0.037569
"448",0.104933
"449",0.083262
"450",0.208422
"451",-0.06607
"452",0.01557
"453",-0.18618
"454",-0.06686
"455",-0.00675
"456",-0.08383
"457",0.011128
"458",-0.00332
"459",0.006707
"460",0.028273
"461",-0.18135
"462",-0.03927
"463",0.033259
"464",0.006896
"465",-0.04679
"466",0.328943
"467",0.091386
"468",0.32983
"469",0.163492
"470",0.070837
"471",0.186966
"472",0.055372
"473",0.114124
"474",0.0253778849431818
"475",0.235458
"476",0.021077
"477",-0.01724
"478",-0.00821
"479",-0.1286
"480",-0.12112
"481",-0.07919
"482",-0.09668
"483",0.108136
"484",-0.01595
"485",-0.02173
"486",-0.02138
"487",-0.08569
"488",0.011702
"489",-0.07032
"490",0.000542
"491",-0.08655
"492",0.033156
"493",0.078319
"494",0.112924
"495",-0.15195
"496",0.003085
"497",0.103513
"498",0.000573
"499",-0.13102
"500",-0.09823
"501",-0.04483
"502",0.144695
"503",0.061711
"504",-0.04758
"505",-0.0101
"506",0.013618
"507",0.009639
"508",-0.09129
"509",0.250031
"510",0.102761
"511",0.009331
"512",0.030707
"513",0.02159
"514",-0.05204
"515",-0.0633
"516",0.013396
"517",-0.0812
"518",-0.11202
"519",0.115526
"520",0.053082
"521",-0.04825
"522",-0.11788
"523",0.03875
"524",0.0253778849431818
"525",0.025736
"526",0.0792
"527",0.037796
"528",-0.08042
"529",-0.00905
"530",0.014784
"531",-0.11019
"532",-0.12227
"533",-0.06907
"534",-0.05685
"535",-0.04339
"536",-0.0182
"537",0.017997
"538",-0.1038
"539",-0.0849
"540",-0.08753
"541",0.081309
"542",0.122336
"543",-0.05821
"544",-0.04098
"545",0.0253778849431818
"546",-0.07365
"547",-0.09807
"548",-0.01152
"549",0.012713
"550",-0.05027
"551",0.0253778849431818
"552",0.0253778849431818
"553",0.004976
"554",0.091037
"555",-0.13991
"556",-0.17181
"557",0.0253778849431818
"558",0.172784
"559",0.0253778849431818
"560",0.006276
"561",-0.06397
"562",0.278151
"563",0.051215
"564",0.002476
"565",-0.10542
"566",-0.08684
"567",-0.02341
"568",-0.05455
"569",0.008788
"570",0.139912
"571",-0.01327
"572",0.003887
"573",-0.00035
"574",0.149279
"575",0.205328
"576",0.0253778849431818
"577",0.089847
"578",-0.14379
"579",-0.13204
"580",0.003339
"581",-0.07917
"582",0.051817
"583",-0.1133
"584",-0.03501
"585",-0.04034
"586",-0.0777
"587",-0.02026
"588",-0.07044
"589",-0.1184
"590",-0.10849
"591",-0.02082
"592",0.071609
"593",-0.00795
"594",0.046859
"595",0.079033
"596",0.034356
"597",-0.07618
"598",-0.04487
"599",0.108661
"600",-0.01482
"601",0.0253778849431818
"602",-0.06011
"603",-0.09936
"604",-0.09577
"605",-0.05302
"606",-0.04877
"607",-0.03114
"608",0.044412
"609",-0.00179
"610",-0.0201
"611",-0.08023
"612",-0.04032
"613",-0.00473
"614",0.00012
"615",0.029377
"616",-0.06216
"617",0.003971
"618",0.021999
"619",0.039019
"620",-0.02658
"621",-0.10802
"622",0.060714
"623",0.012071
"624",-0.02652
"625",-0.01952
"626",-0.07289
"627",-0.08724
"628",-0.11791
"629",0.0253778849431818
"630",0.133977
"631",0.038409
"632",0.086123
"633",-0.03799
"634",0.068754
"635",0.009238
"636",-0.04743
"637",0.010065
"638",-0.02852
"639",0.060032
"640",0.020352
"641",0.077045
"642",0.03651
"643",0.216932
"644",0.114913
"645",0.033721
"646",0.010543
"647",-0.03154
"648",-0.04089
"649",-0.0387
"650",0.034817
"651",-0.05895
"652",-0.14323
"653",0.007838
"654",-0.0662
"655",-0.18497
"656",0.125008
"657",0.000475
"658",-0.0166
"659",-0.04264
"660",0.066697
"661",-0.07378
"662",-0.09961
"663",0.069345
"664",0.0253778849431818
"665",-0.13265
"666",0.042523
"667",-0.04898
"668",-0.07055
"669",-0.02126
"670",-0.0834
"671",-0.01691
"672",0.06719
"673",0.07561
"674",0.0253778849431818
"675",-0.0513
"676",-0.02492
"677",-0.02145
"678",-0.08542
"679",0.055175
"680",-0.03134
"681",0.048201
"682",0.015515
"683",-0.11422
"684",0.050597
"685",0.048129
"686",-0.0348
"687",0.0253778849431818
"688",0.068586
"689",-0.04219
"690",0.100243
"691",0.217592
"692",-0.12085
"693",-0.01693
"694",-0.03094
"695",-0.03914
"696",-0.01339
"697",-0.10643
"698",-0.05197
"699",0.005766
"700",0.019527
"701",0.042704
"702",0.098788
"703",0.024101
"704",-0.04858
"705",0.008142
"706",0.0253778849431818
"707",0.0253778849431818
"708",0.0253778849431818
"709",-0.08797
"710",-0.05288
"711",-0.03609
"712",0.016246
"713",0.111681
"714",0.041377
"715",-0.07251
"716",-0.01378
"717",-0.10302
"718",-0.08481
"719",-0.05699
"720",0.084667
"721",0.004784
"722",0.086567
"723",0.044971
"724",0.021085
"725",0.086833
"726",0.045757
"727",0.05685
"728",-0.00302
"729",-0.0353
"730",0.012553
"731",0.002769
"732",-0.06994
"733",-0.06231
"734",-0.05692
"735",-0.01675
"736",0.100855
"737",0.19413
"738",0.011886
"739",0.0253778849431818
"740",-0.032
"741",0.0253778849431818
"742",0.015313
"743",0.24035
"744",-0.0247
"745",-0.03035
"746",-0.01474
"747",0.008411
"748",0.067858
"749",-0.01714
"750",0.030091
"751",0.017797
"752",0.039828
"753",-0.06162
"754",-0.05051
"755",0.016378
"756",-0.00515
"757",0.000528
"758",-0.03214
"759",0.040595
"760",0.055089
"761",-0.03478
"762",0.033591
"763",0.038299
"764",-0.12387
"765",-0.02463
"766",0.030116
"767",0.005835
"768",0.096212
"769",0.019305
"770",0.160713
"771",0.0253778849431818
"772",-0.08485
"773",-0.08335
"774",-0.04625
"775",0.0253778849431818
"776",0.0253778849431818
"777",-0.04767
"778",-0.06956
"779",0.0253778849431818
"780",0.0253778849431818
"781",0.022064
"782",0.0253778849431818
"783",-0.01487
"784",0.037114
"785",0.150672
"786",-0.04662
"787",0.013788
"788",-0.01604
"789",-0.14074
"790",0.0253778849431818
"791",0.00436
"792",-0.00706
"793",-0.04991
"794",-0.07886
"795",0.01426
"796",0.0253778849431818
"797",-0.03237
"798",-0.03089
"799",-0.0141
"800",0.0253778849431818
"801",-0.04973
"802",0.014992
"803",0.063282
"804",0.090887
"805",0.14126
"806",-0.03548
"807",-0.01393
"808",0.177317
"809",0.078492
"810",-0.0581
"811",-0.01125
"812",-0.03068
"813",-0.02981
"814",0.261737
"815",-0.07053
"816",-0.01953
"817",0.014052
"818",-0.05091
"819",0.0253778849431818
"820",-0.02246
"821",-0.03642
"822",-0.03157
"823",-0.09879
"824",-0.18729
"825",-0.0146
"826",-0.04661
"827",-0.06076
"828",0.030415
"829",0.045201
"830",0.029347
"831",-0.10504
"832",-0.04788
"833",-0.04345
"834",0.112994
"835",0.017222
"836",0.0253778849431818
"837",-0.2422
"838",0.065575
"839",0.015406
"840",0.006374
"841",-0.01882
"842",-0.00623
"843",-0.0169
"844",-0.01648
"845",-0.1504
"846",0.000182
"847",-0.15024
"848",0.0253778849431818
"849",-0.08209
"850",-0.04355
"851",0.0253778849431818
"852",0.0253778849431818
"853",-0.06022
"854",-0.00557
"855",0.072606
"856",0.041366
"857",-0.01873
"858",0.024115
"859",0.053568
"860",0.016083
"861",0.021144
"862",-0.03611
"863",-0.05185
"864",0.0253778849431818
"865",-0.0412
"866",-0.05186
"867",0.068587
"868",-0.01099
"869",-0.00187
"870",-0.00376
"871",-0.1552
"872",0.0253778849431818
"873",-0.04954
"874",-0.09556
"875",0.0253778849431818
"876",-0.11867
"877",0.0253778849431818
"878",-0.01124
"879",0.166969
"880",0.0253778849431818
"881",0.17909
"882",0.135658
"883",0.0253778849431818
"884",0.084672
"885",0.155607
"886",-0.12967
"887",-0.01755
"888",-0.05111
"889",-0.20251
"890",-0.02293
"891",-0.05974
"892",-0.08678
"893",0.049993
"894",0.068367
"895",-0.05887
"896",-0.01691
"897",-0.03968
"898",-0.03984
"899",-0.04618
"900",0.057202
"901",0.052358
"902",0.056801
"903",0.057101
"904",-0.06893
"905",-0.0548
"906",-0.02595
"907",0.0686
"908",-0.00068
"909",0.025059
"910",0.005019
"911",-0.02057
"912",-0.00462
"913",0.020551
"914",0.001182
"915",0.005407
"916",0.0253778849431818
"917",0.042205
"918",0.004764
"919",-0.0167
"920",-0.01924
"921",-0.06328
"922",0.024284
"923",-0.07321
"924",0.002415
"925",0.05716
"926",-0.00839
"927",0.043344
"928",-0.03441
"929",-0.11616
"930",-0.03712
"931",-0.09008
"932",0.013271
"933",-0.01181
"934",0.013795
"935",-0.06185
"936",-0.07528
"937",0.0253778849431818
"938",-0.04336
"939",0.015121
"940",0.081499
"941",0.043887
"942",-0.00838
"943",0.002498
"944",0.006338
"945",-0.02228
"946",-0.09586
"947",-0.01947
"948",0.165605
"949",0.062238
"950",0.016052
"951",-1.34758
"952",-0.09057
"953",-0.06418
"954",-0.09236
"955",-0.03623
"956",-0.13176
"957",0.0253778849431818
"958",-0.03246
"959",-0.07094
"960",-0.06949
"961",0.012916
"962",0.078555
"963",0.04002
"964",-0.00779
"965",-0.00141
"966",0.0253778849431818
"967",-0.06663
"968",0.138409
"969",0.14206
"970",0.012246
"971",0.039761
"972",-0.01647
"973",-0.00793
"974",0.06168
"975",0.0253778849431818
"976",-0.01046
"977",-0.01223
"978",0.1036
"979",0.062467
"980",-0.03215
"981",-0.11242
"982",0.060465
"983",0.142714
"984",-0.00448
"985",0.0253778849431818
"986",0.159629
"987",-0.00367
"988",-0.02918
"989",-0.0242
"990",0.141462
"991",0.093645
"992",-0.06876
"993",-0.08023
"994",0.075083
"995",-0.08507
"996",-0.02029
"997",0.0253778849431818
"998",0.017734
"999",0.0253778849431818
"1000",-0.00219
"1001",-0.07573
"1002",-0.00329
"1003",0.0253778849431818
"1004",0.057268
"1005",0.002573
"1006",0.025893
"1007",0.045764
"1008",0.000954
"1009",-0.05734
"1010",0.040493
"1011",0.042779
"1012",-0.0918
"1013",-0.03102
"1014",-0.09384
"1015",0.063918
"1016",-0.10098
"1017",0.015743
"1018",0.001409
"1019",0.007424
"1020",-0.02078
"1021",0.160567
"1022",-0.02466
"1023",0.01154
"1024",-0.0451
"1025",-0.06173
"1026",0.0253778849431818
"1027",-0.02466
"1028",-0.05943
"1029",-0.01748
"1030",0.028125
"1031",-0.06031
"1032",0.026883
"1033",-0.04679
"1034",-0.07085
"1035",0.0253778849431818
"1036",0.045346
"1037",-0.09892
"1038",-0.06603
"1039",-0.01519
"1040",-0.00783
"1041",0.009353
"1042",-0.00942
"1043",-0.00109
"1044",-0.01596
"1045",-0.04191
"1046",-0.05689
"1047",0.194277
"1048",0.066073
"1049",0.111744
"1050",-0.00535
"1051",0.035687
"1052",0.0253778849431818
"1053",0.031121
"1054",-0.08517
"1055",-0.0278
"1056",-0.04965
"1057",0.0253778849431818
"1058",-0.00156
"1059",-0.03449
"1060",-0.04631
"1061",-0.02992
"1062",-0.098
"1063",0.050162
"1064",-0.123
"1065",-0.09592
"1066",-0.08673
"1067",-0.15379
"1068",-0.15738
"1069",-0.08797
"1070",-0.06985
"1071",0.072856
"1072",0.224188
"1073",-0.10927
"1074",0.015708
"1075",0.075227
"1076",-0.04987
"1077",-0.12065
"1078",-0.05407
"1079",-0.02982
"1080",0.03338
"1081",-0.00963
"1082",-0.12829
"1083",-0.16428
"1084",-0.04005
"1085",0.001387
"1086",0.054933
"1087",0.169481
"1088",0.021206
"1089",-0.02963
"1090",0.002677
"1091",0.044124
"1092",-0.08223
"1093",-0.04744
"1094",0.073428
"1095",0.075072
"1096",-0.05894
"1097",-0.04925
"1098",-0.02381
"1099",0.010498
"1100",-0.04727
"1101",0.03034
"1102",-0.0916
"1103",0.017195
"1104",-0.02022
"1105",-0.04129
"1106",-0.02811
"1107",-0.01118
"1108",0.0253778849431818
"1109",-0.0487
"1110",-0.08786
"1111",-0.03984
"1112",-0.06262
"1113",-0.03223
"1114",-0.03394
"1115",-0.03445
"1116",-0.06733
"1117",-0.01796
"1118",-0.07531
"1119",-0.01894
"1120",-0.14041
"1121",-0.0565
"1122",0.07425
"1123",0.00478
"1124",-0.0493
"1125",-0.03823
"1126",-0.02654
"1127",0.007716
"1128",-0.06885
"1129",-0.06393
"1130",0.01727
"1131",-0.07821
"1132",0.0253778849431818
"1133",-0.0193
"1134",-0.0253
"1135",-0.04243
"1136",-0.04689
"1137",0.133926
"1138",-0.01079
"1139",0.094298
"1140",0.050925
"1141",-0.01757
"1142",-0.01653
"1143",0.005836
"1144",0.035425
"1145",0.013979
"1146",0.031371
"1147",-0.08682
"1148",0.026222
"1149",-0.23268
"1150",-0.02711
"1151",0.042709
"1152",-0.02852
"1153",-0.05212
"1154",-0.07118
"1155",0.006189
"1156",-0.07024
"1157",0.185029
"1158",0.000541
"1159",0.027006
"1160",0.024209
"1161",-0.08177
"1162",-0.00026
"1163",-0.19983
"1164",-0.06157
"1165",0.050915
"1166",0.057277
"1167",0.032159
"1168",0.00448
"1169",-0.02077
"1170",-0.04767
"1171",-0.03155
"1172",0.032935
"1173",-0.02289
"1174",0.040582
"1175",-0.05599
"1176",-0.07892
"1177",0.02613
"1178",-0.06319
"1179",-0.04323
"1180",0.029292
"1181",0.062289
"1182",0.030338
"1183",0.082614
"1184",0.002929
"1185",-0.02425
"1186",-0.02231
"1187",0.080065
"1188",0
"1189",-0.00645
"1190",-0.05452
"1191",-0.06046
"1192",-0.01031
"1193",0.084321
"1194",-0.07645
"1195",-0.11717
"1196",0.0253778849431818
"1197",-0.06657
"1198",-0.06267
"1199",-0.08025
"1200",0.015539
"1201",-0.00391
"1202",0.056744
"1203",0.049897
"1204",-0.07639
"1205",-0.08987
"1206",0.0253778849431818
"1207",-0.07098
"1208",-0.01241
"1209",0.0253778849431818
"1210",-0.04222
"1211",0.071639
"1212",-0.04877
"1213",-0.00241
"1214",-0.00348
"1215",0.050519
"1216",-0.02036
"1217",-0.04439
"1218",-0.09705
"1219",-0.07902
"1220",0.0253778849431818
"1221",-0.08842
"1222",0.01507
"1223",-0.04096
"1224",0.056606
"1225",0.257289
"1226",0.402965
"1227",0.0253778849431818
"1228",0.405909
"1229",0.337268
"1230",0.52345
"1231",0.528232
"1232",0.545595
"1233",0.47813
"1234",0.460734
"1235",0.640815
"1236",0.563669
"1237",0.478315
"1238",0.491777
"1239",0.409655
"1240",0.426993
"1241",0.629927
"1242",0.45009
"1243",0.0253778849431818
"1244",0.483359
"1245",0.609826
"1246",0.613925
"1247",0.660521
"1248",0.521663
"1249",0.499077
"1250",0.0253778849431818
"1251",0.613365
"1252",0.462171
"1253",0.536517
"1254",0.427178
"1255",0.0253778849431818
"1256",0.48717
"1257",0.481739
"1258",0.418615
"1259",0.522966
"1260",0.519888
"1261",0.537838
"1262",0.419849
"1263",0.5851
"1264",0.408302
"1265",0.516274
"1266",0.55795
"1267",0.0253778849431818
"1268",0.56282
"1269",0.649376
"1270",0.382297
"1271",0.026173
"1272",0.088045
"1273",-0.0058
"1274",-0.05336
"1275",0.088079
"1276",0.025762
"1277",-0.04414
"1278",0.037502
"1279",0.071216
"1280",0.115454
"1281",-0.04054
"1282",0.064686
"1283",-0.06005
"1284",-0.06056
"1285",-0.02477
"1286",0.059458
"1287",0.037852
"1288",0.0253778849431818
"1289",-0.11537
"1290",-0.02806
"1291",-0.07018
"1292",-0.05065
"1293",-0.0293
"1294",-0.05902
"1295",0.082584
"1296",0.011711
"1297",-0.06003
"1298",0.0253778849431818
"1299",0.018853
"1300",-0.12009
"1301",-0.10627
"1302",-0.03482
"1303",0.020969
"1304",-0.02725
"1305",0.063259
"1306",-0.06377
"1307",-0.09902
"1308",0.000801
"1309",0.0253778849431818
"1310",0.043347
"1311",-0.07152
"1312",-0.05468
"1313",0.013853
"1314",0.052681
"1315",0.0253778849431818
"1316",-0.06469
"1317",0.026382
"1318",-0.0319
"1319",0.008985
"1320",0.038406
"1321",0.053541
"1322",0.04573
"1323",-0.04437
"1324",0.047223
"1325",0.029507
"1326",0.154647
"1327",-0.02866
"1328",-0.04068
"1329",0.082984
"1330",-0.04775
"1331",0.010288
"1332",0.036348
"1333",-0.05933
"1334",0.093288
"1335",0.021819
"1336",0.042106
"1337",0.004137
"1338",0.057866
"1339",0.061857
"1340",-0.03348
"1341",0.100931
"1342",-0.02915
"1343",-0.11858
"1344",-0.14338
"1345",0.013447
"1346",0.029901
"1347",0.068473
"1348",-0.01425
"1349",-0.00709
"1350",-0.06668
"1351",0.209802
"1352",0.052766
"1353",0.129806
"1354",-0.10711
"1355",-0.08919
"1356",0.149555
"1357",0.08766
"1358",-0.70188
"1359",-0.76382
"1360",-0.82389
"1361",-0.72206
"1362",-0.60606
"1363",-0.6707
"1364",-0.26197
"1365",-0.65016
"1366",-0.59905
"1367",-0.7867
"1368",-0.70461
"1369",-0.841
"1370",-0.50159
"1371",-0.29816
"1372",-0.83457
"1373",-0.08792
"1374",-0.02613
"1375",-0.06332
"1376",-0.08121
"1377",0.0253778849431818
"1378",-0.02291
"1379",0.115277
"1380",0.192761
"1381",0.062675
"1382",0.084961
"1383",0.084258
"1384",-0.02848
"1385",-0.02767
"1386",-0.01008
"1387",0.106734
"1388",0.093907
"1389",0.098171
"1390",0.017304
"1391",0.014482
"1392",0.098801
"1393",0.164865
"1394",-0.10762
"1395",0.054634
"1396",0.095414
"1397",0.092451
"1398",-0.04162
"1399",-0.01412
"1400",-0.03787
"1401",-0.00389
"1402",-0.01759
"1403",-0.06818
"1404",-0.01508
"1405",0.18811
"1406",0.027135
"1407",0.02366
"1408",-0.04036
"1409",-0.02182
"1410",-0.12754
"1411",-0.07293
"1412",0.097579
"1413",0.037907
"1414",0.00816
"1415",0.068543
"1416",-0.03232
"1417",0.177528
"1418",-0.05687
"1419",-0.01618
"1420",-0.03115
"1421",0.0253778849431818
"1422",-0.06239
"1423",0.052957
"1424",0.023279
"1425",0.022237
"1426",-0.14381
"1427",0.04463
"1428",0.095999
"1429",-0.04417
"1430",0.083232
"1431",0.1252
"1432",-0.01637
"1433",-0.04286
"1434",-0.0738
"1435",-0.08897
"1436",0.104419
"1437",-0.01249
"1438",0.134628
"1439",0.03594
"1440",0.114554
"1441",-0.03916
"1442",0.088803
"1443",-0.00283
"1444",-0.14795
"1445",0.024307
"1446",0.022187
"1447",-0.05009
"1448",-0.04579
"1449",-0.02984
"1450",-0.08171
"1451",0.007488
"1452",0.067919
"1453",-0.02721
"1454",0.00201
"1455",-0.02551
"1456",0.144501
"1457",0.009069
"1458",-0.06901
"1459",-0.04776
"1460",-0.03252
"1461",-0.09697
"1462",-0.01411
"1463",-0.11536
"1464",-0.12939
"1465",0.061232
"1466",0.037475
"1467",0.019875
"1468",0.073359
"1469",-0.02623
"1470",0.007971
"1471",0.10547
"1472",-0.00691
"1473",0.013524
"1474",0.110814
"1475",-0.06587
"1476",0.018837
"1477",0.092188
"1478",0.16221
"1479",0.083796
"1480",0.06737
"1481",0.111017
"1482",0.016741
"1483",0.11057
"1484",0.014006
"1485",0.067415
"1486",0.083962
"1487",0.061502
"1488",-0.00111
"1489",0.020506
"1490",0.046176
"1491",0.015965
"1492",0.012605
"1493",0.005139
"1494",0.057221
"1495",-0.03495
"1496",0.041958
"1497",0.014261
"1498",-0.05029
"1499",0.069539
"1500",-0.00192
"1501",0.076203
"1502",-0.1864
"1503",0.083945
"1504",-0.00014
"1505",0.036845
"1506",0.014452
"1507",0.059865
"1508",0.026902
"1509",-0.0247
"1510",0.025547
"1511",0.127138
"1512",-0.04087
"1513",0.077566
"1514",-0.01319
"1515",0.105219
"1516",0.058896
"1517",-0.05731
"1518",0.031212
"1519",0.047577
"1520",0.149002
"1521",-0.0264
"1522",0.025125
"1523",-0.00026
"1524",-0.11081
"1525",0.041286
"1526",0.018199
"1527",0.006539
"1528",0.019608
"1529",0.076083
"1530",0.073262
"1531",0.003858
"1532",-0.07727
"1533",0.025175
"1534",0.079649
"1535",0.106989
"1536",0.02194
